"path","parent_path","name","size","is_dir","status","reason","last_modified"
"/先看这个喵.txt","","先看这个喵.txt","1358","False","included","小型课程资料","07/01/2026 17:36:26"
"/classmate/classmate-0.1.0.vsix","/classmate","classmate-0.1.0.vsix","5946935","False","included","小型课程资料","08/30/2026 21:03:14"
"/classmate/README.md","/classmate","README.md","6497","False","included","小型课程资料","08/30/2026 21:03:13"
"/物理类/README.txt","/物理类","README.txt","104","False","included","小型课程资料","04/06/2026 21:30:50"
"/物理类/物理系资源链接.md","/物理类","物理系资源链接.md","118","False","included","小型课程资料","05/23/2021 15:38:13"
"/物理类/经典场论新讲 陈童.pdf","/物理类","经典场论新讲 陈童.pdf","1915646","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/30/2024 18:16:11"
"/攻略&碎碎念/Agent 和 Skill 入门攻略/Agent 和 Skill 入门攻略.md","/攻略&碎碎念/Agent 和 Skill 入门攻略","Agent 和 Skill 入门攻略.md","18587","False","included","小型课程资料","09/08/2026 06:31:19"
"/攻略&碎碎念/Agent 和 Skill 入门攻略/Agent 和 Skill 入门攻略.pdf","/攻略&碎碎念/Agent 和 Skill 入门攻略","Agent 和 Skill 入门攻略.pdf","1189479","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","09/08/2026 06:31:19"
"/攻略&碎碎念/零基础的codex下载和使用攻略/codex-api切换-Mac.zip","/攻略&碎碎念/零基础的codex下载和使用攻略","codex-api切换-Mac.zip","4329","False","excluded","压缩包","08/30/2026 22:18:58"
"/攻略&碎碎念/零基础的codex下载和使用攻略/codex-api切换.zip","/攻略&碎碎念/零基础的codex下载和使用攻略","codex-api切换.zip","11167","False","excluded","压缩包","08/29/2026 07:36:36"
"/攻略&碎碎念/零基础的codex下载和使用攻略/macOS补充说明-零基础的Codex下载和使用攻略.md","/攻略&碎碎念/零基础的codex下载和使用攻略","macOS补充说明-零基础的Codex下载和使用攻略.md","8539","False","included","小型课程资料","08/30/2026 22:18:58"
"/攻略&碎碎念/零基础的codex下载和使用攻略/零基础的codex下载和使用攻略.md","/攻略&碎碎念/零基础的codex下载和使用攻略","零基础的codex下载和使用攻略.md","25717","False","included","小型课程资料","08/29/2026 07:36:32"
"/攻略&碎碎念/零基础的codex下载和使用攻略/零基础的codex下载和使用攻略.pdf","/攻略&碎碎念/零基础的codex下载和使用攻略","零基础的codex下载和使用攻略.pdf","1465224","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","08/29/2026 07:38:47"
"/数学类/初等数论/2024年春季《初等数论》参考答案.pdf","/数学类/初等数论","2024年春季《初等数论》参考答案.pdf","95106","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/2024年春季《初等数论》期末试卷.pdf","/数学类/初等数论","2024年春季《初等数论》期末试卷.pdf","63828","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/2025年《初等数论》第二次作业.pdf","/数学类/初等数论","2025年《初等数论》第二次作业.pdf","43392","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/2025年春季《初等数论》第三次作业.pdf","/数学类/初等数论","2025年春季《初等数论》第三次作业.pdf","29603","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/2025年春季《初等数论》第四次作业.pdf","/数学类/初等数论","2025年春季《初等数论》第四次作业.pdf","42340","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/《初等数论》习题.pdf","/数学类/初等数论","《初等数论》习题.pdf","61818","False","included","小型课程资料","04/02/2026 20:28:43"
"/数学类/初等数论/《初等数论》笔记.pdf","/数学类/初等数论","《初等数论》笔记.pdf","393792","False","included","小型课程资料","04/02/2026 20:28:43"
"/数学类/初等数论/《初等数论》第一次作业 (1).pdf","/数学类/初等数论","《初等数论》第一次作业 (1).pdf","38698","False","included","小型课程资料","04/02/2026 20:28:43"
"/数学类/初等数论/初等数论第一次作业-张溢致.pdf","/数学类/初等数论","初等数论第一次作业-张溢致.pdf","1293893","False","included","小型课程资料","04/02/2026 20:28:42"
"/数学类/初等数论/数论第三次.pdf","/数学类/初等数论","数论第三次.pdf","1069650","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","04/02/2026 20:28:43"
"/数学类/初等数论/数论第二次-张溢致.pdf","/数学类/初等数论","数论第二次-张溢致.pdf","1073629","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","04/02/2026 20:28:42"
"/数学类/初等数论/数论第四次.pdf","/数学类/初等数论","数论第四次.pdf","972638","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","04/02/2026 20:28:43"
"/数学类/复分析/2023xjx期末.pdf","/数学类/复分析","2023xjx期末.pdf","36379","False","included","小型课程资料","06/12/2026 14:27:48"
"/数学类/复分析/2023薛金鑫复分析期中答案.pdf","/数学类/复分析","2023薛金鑫复分析期中答案.pdf","198634","False","included","小型课程资料","05/13/2026 17:18:56"
"/数学类/复分析/2026薛金鑫复分析期中.pdf","/数学类/复分析","2026薛金鑫复分析期中.pdf","87971","False","included","小型课程资料","05/22/2026 20:39:35"
"/数学类/复分析/2026薛金鑫复分析期中自制答案.pdf","/数学类/复分析","2026薛金鑫复分析期中自制答案.pdf","162558","False","included","小型课程资料","05/22/2026 20:39:35"
"/数学类/复分析/26薛金鑫复分析期末.pdf","/数学类/复分析","26薛金鑫复分析期末.pdf","115509","False","included","小型课程资料","06/17/2026 14:45:08"
"/数学类/复分析/《复分析》二轮复习（1）.pdf","/数学类/复分析","《复分析》二轮复习（1）.pdf","647719","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","05/30/2026 12:28:49"
"/数学类/复分析/《复分析》二轮复习（2）.pdf","/数学类/复分析","《复分析》二轮复习（2）.pdf","873031","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","05/30/2026 12:28:49"
"/数学类/复分析/《复分析》二轮复习（3）.pdf","/数学类/复分析","《复分析》二轮复习（3）.pdf","445867","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","05/30/2026 12:28:49"
"/数学类/复分析/复分析期中复习 (1).pdf","/数学类/复分析","复分析期中复习 (1).pdf","202098","False","included","小型课程资料","05/19/2026 23:36:52"
"/数学类/复分析/复分析期中复习.pdf","/数学类/复分析","复分析期中复习.pdf","1264676","False","included","小型课程资料","05/13/2026 20:52:38"
"/数学类/复分析/复分析期末复习.pdf","/数学类/复分析","复分析期末复习.pdf","174471","False","included","小型课程资料","06/13/2026 00:36:51"
"/数学类/复分析/复分析第九周笔记.pdf","/数学类/复分析","复分析第九周笔记.pdf","221000","False","included","小型课程资料","04/24/2026 20:46:25"
"/数学类/复分析/复分析第十二周课堂笔记.pdf","/数学类/复分析","复分析第十二周课堂笔记.pdf","195818","False","included","小型课程资料","05/20/2026 20:31:00"
"/数学类/复分析/（1）是我的复习文档，之前上传错了，另外一个是why的.txt","/数学类/复分析","（1）是我的复习文档，之前上传错了，另外一个是why的.txt","0","False","included","小型课程资料","05/19/2026 23:38:59"
"/数学类/常微分方程/20260111150954-张溢致的快速会议-视频-1.mp4","/数学类/常微分方程","20260111150954-张溢致的快速会议-视频-1.mp4","126533100","False","excluded","超过本次小文件上限 10 MiB","01/11/2026 19:42:46"
"/数学类/常微分方程/ode期末复习（1.7更新）.pdf","/数学类/常微分方程","ode期末复习（1.7更新）.pdf","174994","False","included","小型课程资料","01/07/2026 16:44:23"
"/数学类/常微分方程/ode期末復習.pdf","/数学类/常微分方程","ode期末復習.pdf","144766","False","included","小型课程资料","01/05/2026 23:35:24"
"/数学类/常微分方程/README.txt","/数学类/常微分方程","README.txt","124","False","included","小型课程资料","11/18/2025 21:32:08"
"/数学类/常微分方程/常微分期末复习（1.10更新）.pdf","/数学类/常微分方程","常微分期末复习（1.10更新）.pdf","183039","False","included","小型课程资料","01/10/2026 23:22:15"
"/数学类/常微分方程/瞿燕辉 ODE 2025-2026.pdf","/数学类/常微分方程","瞿燕辉 ODE 2025-2026.pdf","724101","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","01/14/2026 16:56:01"
"/数学类/微积分/王学成课上板书.pdf","/数学类/微积分","王学成课上板书.pdf","58593418","False","excluded","超过本次小文件上限 10 MiB","03/05/2021 17:00:21"
"/数学类/抽象代数/README.txt","/数学类/抽象代数","README.txt","124","False","included","小型课程资料","11/18/2025 21:32:08"
"/数学类/抽象代数/于品讲义.pdf","/数学类/抽象代数","于品讲义.pdf","3239972","False","excluded","课本、教材、讲义或课件","11/18/2025 15:26:45"
"/数学类/抽象代数/小班辅导视频回放.mp4","/数学类/抽象代数","小班辅导视频回放.mp4","349196640","False","excluded","超过本次小文件上限 10 MiB","01/03/2026 19:06:20"
"/数学类/抽象代数/课堂内容概要（九周后，定期更新）.pdf","/数学类/抽象代数","课堂内容概要（九周后，定期更新）.pdf","100858","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","12/25/2025 08:24:50"
"/数学类/概率论（1）/2024王小群概率论期中.pdf","/数学类/概率论（1）","2024王小群概率论期中.pdf","1056697","False","included","小型课程资料","04/07/2026 18:39:55"
"/数学类/概率论（1）/2026王小群概率论期中.pdf","/数学类/概率论（1）","2026王小群概率论期中.pdf","103130","False","included","小型课程资料","04/23/2026 15:59:22"
"/数学类/概率论（1）/26王小群期末.pdf","/数学类/概率论（1）","26王小群期末.pdf","106078","False","included","小型课程资料","06/15/2026 17:23:20"
"/数学类/概率论（1）/概率论2024期中-自制答案.pdf","/数学类/概率论（1）","概率论2024期中-自制答案.pdf","162325","False","included","小型课程资料","04/10/2026 16:36:23"
"/数学类/概率论（1）/概率论期中复习.pdf","/数学类/概率论（1）","概率论期中复习.pdf","126706","False","included","小型课程资料","04/19/2026 22:18:59"
"/数学类/概率论（1）/概率论期末复习.pdf","/数学类/概率论（1）","概率论期末复习.pdf","236317","False","included","小型课程资料","06/10/2026 13:43:16"
"/数学类/测度与积分/测度与积分不知道哪里来的题.pdf","/数学类/测度与积分","测度与积分不知道哪里来的题.pdf","77728","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","04/24/2026 20:42:25"
"/数学类/测度与积分/测度与积分复习笔记.pdf","/数学类/测度与积分","测度与积分复习笔记.pdf","247258","False","included","小型课程资料","04/25/2026 21:08:36"
"/数学类/高等线性代数/《高等代数.第四版》学习指导书 (谢启鸿 姚慕生 编著).pdf","/数学类/高等线性代数","《高等代数.第四版》学习指导书 (谢启鸿 姚慕生 编著).pdf","62212066","False","excluded","超过本次小文件上限 10 MiB","09/14/2026 18:53:47"
"/数学类/高等线性代数/《高等代数学.第四版》 (谢启鸿 姚慕生 吴泉水 编著).pdf","/数学类/高等线性代数","《高等代数学.第四版》 (谢启鸿 姚慕生 吴泉水 编著).pdf","56417867","False","excluded","超过本次小文件上限 10 MiB","09/14/2026 18:53:37"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW 中文版科学计算器 大学物理实验数据处理应用案例.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW 中文版科学计算器 大学物理实验数据处理应用案例.mp4","245271247","False","excluded","超过本次小文件上限 10 MiB","03/02/2025 23:57:17"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW中文版科学计算器土力学解题应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW中文版科学计算器土力学解题应用.mp4","106231058","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:00:48"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW中文版科学计算器材料力学解题应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW中文版科学计算器材料力学解题应用.mp4","302591780","False","excluded","超过本次小文件上限 10 MiB","03/02/2025 23:59:56"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW中文版科学计算器水力学流体力学解题应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW中文版科学计算器水力学流体力学解题应用.mp4","81038122","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:00:25"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW中文版科学计算器电路原理解题应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW中文版科学计算器电路原理解题应用.mp4","205306395","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:01:52"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW中文版科学计算器结构力学解题应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW中文版科学计算器结构力学解题应用.mp4","58560676","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:00:08"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW计算器大学物理实验应用案例最新版.docx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW计算器大学物理实验应用案例最新版.docx","487902","False","included","小型课程资料","03/02/2025 23:58:20"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIO fx-999CN CW计算器大学物理实验应用案例最新版.pdf","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIO fx-999CN CW计算器大学物理实验应用案例最新版.pdf","751160","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2025 23:58:21"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/CASIOfx-999CN CW中文版科学计算器理论力学计算应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","CASIOfx-999CN CW中文版科学计算器理论力学计算应用.mp4","90851947","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:01:07"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/利用卡西欧fx-999CN CW计算器计算相量运算.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","利用卡西欧fx-999CN CW计算器计算相量运算.mp4","56349717","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:02:41"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/利用计算器求解耦合电感电路.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","利用计算器求解耦合电感电路.mp4","31212493","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:02:29"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/利用计算器解线性方程组.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","利用计算器解线性方程组.mp4","29139343","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:02:22"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CN CW计算器力学相关课程应用视频二维码.docx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CN CW计算器力学相关课程应用视频二维码.docx","35012","False","excluded","课本、教材、讲义或课件","03/03/2025 00:01:07"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CN CW计算器电学相关课程应用视频二维码.docx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CN CW计算器电学相关课程应用视频二维码.docx","36791","False","excluded","课本、教材、讲义或课件","03/03/2025 00:01:52"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CNCW计算器在电工学电路解题中的应用2024.pdf","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CNCW计算器在电工学电路解题中的应用2024.pdf","767026","False","included","小型课程资料","03/03/2025 00:01:52"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CNCW计算器在电工学电路解题中的应用2024.pptx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CNCW计算器在电工学电路解题中的应用2024.pptx","736512","False","excluded","PPT/演示文稿","03/03/2025 00:01:52"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CNCW计算器在电工学解题中的应用.mp4","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CNCW计算器在电工学解题中的应用.mp4","114292119","False","excluded","超过本次小文件上限 10 MiB","03/03/2025 00:02:16"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CNCW计算器在电类科目解题中的应用2024.pdf","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CNCW计算器在电类科目解题中的应用2024.pdf","1268777","False","included","小型课程资料","03/03/2025 00:02:17"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/卡西欧fx-999CNCW计算器在电类科目解题中的应用2024.pptx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","卡西欧fx-999CNCW计算器在电类科目解题中的应用2024.pptx","1379811","False","excluded","PPT/演示文稿","03/03/2025 00:02:17"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/大学物理普通物理学卡西欧fx-999CN  CW介绍2024.pdf","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","大学物理普通物理学卡西欧fx-999CN  CW介绍2024.pdf","1364232","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2025 23:55:39"
"/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用/大学物理普通物理学卡西欧fx-999CN  CW介绍2024.pptx","/物理类/CASIO fx-999CN CW 中文版科学计算器在物理计算中的应用","大学物理普通物理学卡西欧fx-999CN  CW介绍2024.pptx","4582159","False","excluded","PPT/演示文稿","03/02/2025 23:57:19"
"/物理类/光学/光学_母国光 战元龄.pdf","/物理类/光学","光学_母国光 战元龄.pdf","58165562","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:37:03"
"/物理类/光学/光学原理  光的传播干涉和衍射的电磁理论_14066334.pdf","/物理类/光学","光学原理  光的传播干涉和衍射的电磁理论_14066334.pdf","117940212","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:36:43"
"/物理类/光学/光学原理：光的传播、干涉和衍射的电磁理论（第7版）清晰版.pdf","/物理类/光学","光学原理：光的传播、干涉和衍射的电磁理论（第7版）清晰版.pdf","77899077","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:35:33"
"/物理类/光学/衍射、傅里叶光学及成像.pdf by 衍射、傅里叶光学及成像.pdf (z-lib.org).pdf","/物理类/光学","衍射、傅里叶光学及成像.pdf by 衍射、傅里叶光学及成像.pdf (z-lib.org).pdf","25711805","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:37:10"
"/物理类/其他电子书/Altland, Simons, Condensed Matter Field Theory 2010.pdf","/物理类/其他电子书","Altland, Simons, Condensed Matter Field Theory 2010.pdf","8805737","False","excluded","课本、教材、讲义或课件","10/16/2024 10:04:30"
"/物理类/其他电子书/Basic Notions Of Condensed Matter Physics (Advanced Books Classics) (Philip W. Anderson) (Z-Library).pdf","/物理类/其他电子书","Basic Notions Of Condensed Matter Physics (Advanced Books Classics) (Philip W. Anderson) (Z-Library).pdf","11521568","False","excluded","超过本次小文件上限 10 MiB","01/23/2025 21:29:23"
"/物理类/其他电子书/CallenThermo.pdf","/物理类/其他电子书","CallenThermo.pdf","9626379","False","excluded","课本、教材、讲义或课件","11/02/2024 16:15:06"
"/物理类/其他电子书/Coleman, Introduction to Many-Body Physics.pdf","/物理类/其他电子书","Coleman, Introduction to Many-Body Physics.pdf","25251252","False","excluded","超过本次小文件上限 10 MiB","10/16/2024 10:06:21"
"/物理类/其他电子书/Gerald D. Mahan - Many-Particle Physics (3rd, 2000, Kluwer Academic_Plenum Publicers).pdf","/物理类/其他电子书","Gerald D. Mahan - Many-Particle Physics (3rd, 2000, Kluwer Academic_Plenum Publicers).pdf","13758593","False","excluded","超过本次小文件上限 10 MiB","10/16/2024 10:09:56"
"/物理类/其他电子书/GR_Schutz_light.pdf","/物理类/其他电子书","GR_Schutz_light.pdf","7378881","False","excluded","课本、教材、讲义或课件","11/02/2024 16:15:43"
"/物理类/其他电子书/Group theory in a nutshell for physicists (Zee, A) (Z-Library).pdf","/物理类/其他电子书","Group theory in a nutshell for physicists (Zee, A) (Z-Library).pdf","4096348","False","excluded","课本、教材、讲义或课件","01/03/2025 22:03:37"
"/物理类/其他电子书/Jakob Schwichtenberg - Teach Yourself Physics (2020, No-Nonsense Books) - libgen.lc.pdf","/物理类/其他电子书","Jakob Schwichtenberg - Teach Yourself Physics (2020, No-Nonsense Books) - libgen.lc.pdf","4965077","False","excluded","课本、教材、讲义或课件","05/23/2021 15:20:25"
"/物理类/其他电子书/MathematicalMethodsinPhysics.pdf","/物理类/其他电子书","MathematicalMethodsinPhysics.pdf","5172598","False","excluded","课本、教材、讲义或课件","11/02/2024 16:16:02"
"/物理类/其他电子书/PhysicsfromSymmetry.pdf","/物理类/其他电子书","PhysicsfromSymmetry.pdf","2800261","False","excluded","课本、教材、讲义或课件","11/02/2024 16:15:26"
"/物理类/其他电子书/USTC数学学习指南.pdf","/物理类/其他电子书","USTC数学学习指南.pdf","9292055","False","excluded","课本、教材、讲义或课件","05/23/2021 15:33:08"
"/物理类/其他电子书/俄罗斯数学教材选译] 29.理论力学(第3版) by 马尔挈夫 (z-lib.org).pdf","/物理类/其他电子书","俄罗斯数学教材选译] 29.理论力学(第3版) by 马尔挈夫 (z-lib.org).pdf","18712080","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:45:03"
"/物理类/其他电子书/固体物理学 (黄昆, 韩汝琦) (Z-Library).pdf","/物理类/其他电子书","固体物理学 (黄昆, 韩汝琦) (Z-Library).pdf","10704828","False","excluded","超过本次小文件上限 10 MiB","03/18/2025 16:39:40"
"/物理类/其他电子书/物理学家用微分几何第二版.pdf","/物理类/其他电子书","物理学家用微分几何第二版.pdf","13785856","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:46:11"
"/物理类/其他电子书/物理系兵器全库.pdf","/物理类/其他电子书","物理系兵器全库.pdf","6486765","False","excluded","课本、教材、讲义或课件","05/23/2021 15:14:48"
"/物理类/其他电子书/物理系基科宝典.pdf","/物理类/其他电子书","物理系基科宝典.pdf","1675996","False","excluded","课本、教材、讲义或课件","05/23/2021 15:14:45"
"/物理类/其他电子书/理论力学+马尔契夫.pdf","/物理类/其他电子书","理论力学+马尔契夫.pdf","10515304","False","excluded","超过本次小文件上限 10 MiB","09/29/2024 15:50:58"
"/物理类/分析力学/Analytical__ mechanics_Hand_Finch.pdf","/物理类/分析力学","Analytical__ mechanics_Hand_Finch.pdf","40104865","False","excluded","超过本次小文件上限 10 MiB","02/14/2023 19:28:55"
"/物理类/分析力学/Herbert Goldstein, Charles P. Poole, John L. Safko-Classical Mechanics (3rd Edition)-Addison Wesley (2001).pdf","/物理类/分析力学","Herbert Goldstein, Charles P. Poole, John L. Safko-Classical Mechanics (3rd Edition)-Addison Wesley (2001).pdf","27926538","False","excluded","超过本次小文件上限 10 MiB","02/14/2023 19:29:03"
"/物理类/分析力学/分析力学.pdf","/物理类/分析力学","分析力学.pdf","6168351","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","02/14/2023 19:29:07"
"/物理类/分析力学/分析力学试卷.pdf","/物理类/分析力学","分析力学试卷.pdf","265913","False","included","小型课程资料","07/19/2023 11:43:26"
"/物理类/分析力学/朗道理论物理-力学.pdf","/物理类/分析力学","朗道理论物理-力学.pdf","3636528","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","02/14/2023 19:29:10"
"/物理类/分析力学/李岩松分析力学讲义.pdf","/物理类/分析力学","李岩松分析力学讲义.pdf","49506872","False","excluded","超过本次小文件上限 10 MiB","09/23/2022 20:26:50"
"/物理类/原子分子物理/lecture-1.pdf","/物理类/原子分子物理","lecture-1.pdf","4893749","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:40"
"/物理类/原子分子物理/lecture-2.pdf","/物理类/原子分子物理","lecture-2.pdf","1554385","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:41"
"/物理类/原子分子物理/lecture-3.pdf","/物理类/原子分子物理","lecture-3.pdf","2745087","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:42"
"/物理类/原子分子物理/lecture-4.pdf","/物理类/原子分子物理","lecture-4.pdf","1620567","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:43"
"/物理类/原子分子物理/lecture-5.pdf","/物理类/原子分子物理","lecture-5.pdf","1312964","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:44"
"/物理类/原子分子物理/lecture-6.pdf","/物理类/原子分子物理","lecture-6.pdf","2290250","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:45"
"/物理类/原子分子物理/lecture-7.pdf","/物理类/原子分子物理","lecture-7.pdf","3376421","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:46"
"/物理类/原子分子物理/lecture-8.pdf","/物理类/原子分子物理","lecture-8.pdf","1943424","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:47"
"/物理类/原子分子物理/lecture-9.pdf","/物理类/原子分子物理","lecture-9.pdf","6452012","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/02/2022 22:30:50"
"/物理类/基础拓扑学/main.pdf","/物理类/基础拓扑学","main.pdf","1452684","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","02/14/2023 19:30:52"
"/物理类/基础拓扑学/nash-topology.pdf","/物理类/基础拓扑学","nash-topology.pdf","642513","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","02/14/2023 19:30:54"
"/物理类/基础拓扑学/拓扑学 讲义.pdf","/物理类/基础拓扑学","拓扑学 讲义.pdf","1440076","False","excluded","课本、教材、讲义或课件","02/14/2023 19:30:56"
"/物理类/大学物理学基础/大学物理学基础(第1卷)：力学与热力学-[美]M.Alonso＆E.J.Finn-高等教育出版社-1983.pdf","/物理类/大学物理学基础","大学物理学基础(第1卷)：力学与热力学-[美]M.Alonso＆E.J.Finn-高等教育出版社-1983.pdf","9049967","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","09/19/2023 20:44:51"
"/物理类/大学物理学基础/大学物理学基础(第2卷)：场与波-[美]M.Alonso＆E.J.Finn-高等教育出版社-1985.pdf","/物理类/大学物理学基础","大学物理学基础(第2卷)：场与波-[美]M.Alonso＆E.J.Finn-高等教育出版社-1985.pdf","12281887","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:44:48"
"/物理类/大学物理学基础/大学物理学基础(第3卷)：量子物理学与统计物理学-[美]M.Alonso＆E.J.Finn-高等教育出版社-1981.pdf","/物理类/大学物理学基础","大学物理学基础(第3卷)：量子物理学与统计物理学-[美]M.Alonso＆E.J.Finn-高等教育出版社-1981.pdf","11891850","False","excluded","超过本次小文件上限 10 MiB","09/19/2023 20:44:55"
"/物理类/实验凝聚态物理选讲/Class-1.pdf","/物理类/实验凝聚态物理选讲","Class-1.pdf","623753","False","excluded","PDF 未识别为往年题、作业、笔记、总结或课程报告","03/08/2022 18:35:15"
